SimTime,cpu_tb.cpu_ut.registers.inW[31:0],cpu_tb.cpu_ut.registers.outB[31:0],cpu_tb.cpu_ut.registers.outA[31:0],cpu_tb.cpu_ut.datamem.dout[31:0],cpu_tb.cpu_ut.datamem.din[31:0],cpu_tb.cpu_ut.datamem.addr[31:0],cpu_tb.cpu_ut.cpu_alu.R[31:0],cpu_tb.cpu_ut.cpu_alu.B[31:0],cpu_tb.cpu_ut.cpu_alu.A[31:0],cpu_tb.cpu_ut.instructionfetcher.currpc[29:0],cpu_tb.cpu_ut.instructionfetcher.instr[31:0],cpu_tb.cpu_ut.aluctrl.ALUOp[2:0],cpu_tb.cpu_ut.aluctrl.ALUCtr[2:0],cpu_tb.clk
880,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003C,ACE50000,0,2,0
885,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003C,ACE50000,0,2,1
890,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003D,ACE50000,0,2,0
895,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003D,ACE50000,0,2,1
900,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003E,ACE50000,0,2,0
905,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003E,ACE50000,0,2,1
910,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003F,ACE50000,0,2,0
915,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010003F,ACE50000,0,2,1
920,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100040,ACE50000,0,2,0
925,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100040,ACE50000,0,2,1
930,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100041,ACE50000,0,2,0
935,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100041,ACE50000,0,2,1
940,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100042,ACE50000,0,2,0
945,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100042,ACE50000,0,2,1
950,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100043,ACE50000,0,2,0
955,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100043,ACE50000,0,2,1
960,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100044,ACE50000,0,2,0
965,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100044,ACE50000,0,2,1
970,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100045,ACE50000,0,2,0
975,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100045,ACE50000,0,2,1
980,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100046,ACE50000,0,2,0
985,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100046,ACE50000,0,2,1
990,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100047,ACE50000,0,2,0
995,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100047,ACE50000,0,2,1
1000,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100048,ACE50000,0,2,0
1005,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100048,ACE50000,0,2,1
1010,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100049,ACE50000,0,2,0
1015,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100049,ACE50000,0,2,1
1020,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004A,ACE50000,0,2,0
1025,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004A,ACE50000,0,2,1
1030,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004B,ACE50000,0,2,0
1035,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004B,ACE50000,0,2,1
1040,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004C,ACE50000,0,2,0
1045,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004C,ACE50000,0,2,1
1050,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004D,ACE50000,0,2,0
1055,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004D,ACE50000,0,2,1
1060,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004E,ACE50000,0,2,0
1065,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004E,ACE50000,0,2,1
1070,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004F,ACE50000,0,2,0
1075,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010004F,ACE50000,0,2,1
1080,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100050,ACE50000,0,2,0
1085,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100050,ACE50000,0,2,1
1090,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100051,ACE50000,0,2,0
1095,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100051,ACE50000,0,2,1
1100,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100052,ACE50000,0,2,0
1105,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100052,ACE50000,0,2,1
1110,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100053,ACE50000,0,2,0
1115,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100053,ACE50000,0,2,1
1120,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100054,ACE50000,0,2,0
1125,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100054,ACE50000,0,2,1
1130,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100055,ACE50000,0,2,0
1135,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100055,ACE50000,0,2,1
1140,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100056,ACE50000,0,2,0
1145,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100056,ACE50000,0,2,1
1150,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100057,ACE50000,0,2,0
1155,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100057,ACE50000,0,2,1
1160,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100058,ACE50000,0,2,0
1165,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100058,ACE50000,0,2,1
1170,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100059,ACE50000,0,2,0
1175,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100059,ACE50000,0,2,1
1180,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005A,ACE50000,0,2,0
1185,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005A,ACE50000,0,2,1
1190,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005B,ACE50000,0,2,0
1195,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005B,ACE50000,0,2,1
1200,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005C,ACE50000,0,2,0
1205,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005C,ACE50000,0,2,1
1210,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005D,ACE50000,0,2,0
1215,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005D,ACE50000,0,2,1
1220,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005E,ACE50000,0,2,0
1225,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005E,ACE50000,0,2,1
1230,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005F,ACE50000,0,2,0
1235,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010005F,ACE50000,0,2,1
1240,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100060,ACE50000,0,2,0
1245,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100060,ACE50000,0,2,1
1250,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100061,ACE50000,0,2,0
1255,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100061,ACE50000,0,2,1
1260,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100062,ACE50000,0,2,0
1265,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100062,ACE50000,0,2,1
1270,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100063,ACE50000,0,2,0
1275,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100063,ACE50000,0,2,1
1280,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100064,ACE50000,0,2,0
1285,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100064,ACE50000,0,2,1
1290,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100065,ACE50000,0,2,0
1295,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100065,ACE50000,0,2,1
1300,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100066,ACE50000,0,2,0
1305,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100066,ACE50000,0,2,1
1310,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100067,ACE50000,0,2,0
1315,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100067,ACE50000,0,2,1
1320,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100068,ACE50000,0,2,0
1325,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100068,ACE50000,0,2,1
1330,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100069,ACE50000,0,2,0
1335,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100069,ACE50000,0,2,1
1340,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006A,ACE50000,0,2,0
1345,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006A,ACE50000,0,2,1
1350,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006B,ACE50000,0,2,0
1355,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006B,ACE50000,0,2,1
1360,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006C,ACE50000,0,2,0
1365,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006C,ACE50000,0,2,1
1370,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006D,ACE50000,0,2,0
1375,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006D,ACE50000,0,2,1
1380,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006E,ACE50000,0,2,0
1385,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006E,ACE50000,0,2,1
1390,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006F,ACE50000,0,2,0
1395,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010006F,ACE50000,0,2,1
1400,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100070,ACE50000,0,2,0
1405,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100070,ACE50000,0,2,1
1410,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100071,ACE50000,0,2,0
1415,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100071,ACE50000,0,2,1
1420,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100072,ACE50000,0,2,0
1425,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100072,ACE50000,0,2,1
1430,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100073,ACE50000,0,2,0
1435,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100073,ACE50000,0,2,1
1440,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100074,ACE50000,0,2,0
1445,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100074,ACE50000,0,2,1
1450,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100075,ACE50000,0,2,0
1455,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100075,ACE50000,0,2,1
1460,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100076,ACE50000,0,2,0
1465,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100076,ACE50000,0,2,1
1470,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100077,ACE50000,0,2,0
1475,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100077,ACE50000,0,2,1
1480,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100078,ACE50000,0,2,0
1485,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100078,ACE50000,0,2,1
1490,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100079,ACE50000,0,2,0
1495,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100079,ACE50000,0,2,1
1500,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007A,ACE50000,0,2,0
1505,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007A,ACE50000,0,2,1
1510,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007B,ACE50000,0,2,0
1515,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007B,ACE50000,0,2,1
1520,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007C,ACE50000,0,2,0
1525,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007C,ACE50000,0,2,1
1530,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007D,ACE50000,0,2,0
1535,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007D,ACE50000,0,2,1
1540,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007E,ACE50000,0,2,0
1545,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007E,ACE50000,0,2,1
1550,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007F,ACE50000,0,2,0
1555,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010007F,ACE50000,0,2,1
1560,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100080,ACE50000,0,2,0
1565,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100080,ACE50000,0,2,1
1570,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100081,ACE50000,0,2,0
1575,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100081,ACE50000,0,2,1
1580,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100082,ACE50000,0,2,0
1585,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100082,ACE50000,0,2,1
1590,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100083,ACE50000,0,2,0
1595,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100083,ACE50000,0,2,1
1600,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100084,ACE50000,0,2,0
1605,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100084,ACE50000,0,2,1
1610,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100085,ACE50000,0,2,0
1615,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100085,ACE50000,0,2,1
1620,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100086,ACE50000,0,2,0
1625,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100086,ACE50000,0,2,1
1630,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100087,ACE50000,0,2,0
1635,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100087,ACE50000,0,2,1
1640,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100088,ACE50000,0,2,0
1645,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100088,ACE50000,0,2,1
1650,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100089,ACE50000,0,2,0
1655,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100089,ACE50000,0,2,1
1660,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008A,ACE50000,0,2,0
1665,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008A,ACE50000,0,2,1
1670,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008B,ACE50000,0,2,0
1675,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008B,ACE50000,0,2,1
1680,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008C,ACE50000,0,2,0
1685,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008C,ACE50000,0,2,1
1690,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008D,ACE50000,0,2,0
1695,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008D,ACE50000,0,2,1
1700,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008E,ACE50000,0,2,0
1705,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008E,ACE50000,0,2,1
1710,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008F,ACE50000,0,2,0
1715,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010008F,ACE50000,0,2,1
1720,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100090,ACE50000,0,2,0
1725,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100090,ACE50000,0,2,1
1730,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100091,ACE50000,0,2,0
1735,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100091,ACE50000,0,2,1
1740,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100092,ACE50000,0,2,0
1745,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100092,ACE50000,0,2,1
1750,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100093,ACE50000,0,2,0
1755,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100093,ACE50000,0,2,1
1760,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100094,ACE50000,0,2,0
1765,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100094,ACE50000,0,2,1
1770,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100095,ACE50000,0,2,0
1775,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100095,ACE50000,0,2,1
1780,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100096,ACE50000,0,2,0
1785,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100096,ACE50000,0,2,1
1790,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100097,ACE50000,0,2,0
1795,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100097,ACE50000,0,2,1
1800,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100098,ACE50000,0,2,0
1805,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100098,ACE50000,0,2,1
1810,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100099,ACE50000,0,2,0
1815,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,00100099,ACE50000,0,2,1
1820,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010009A,ACE50000,0,2,0
1825,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010009A,ACE50000,0,2,1
1830,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010009B,ACE50000,0,2,0
1835,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010009B,ACE50000,0,2,1
1840,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010009C,ACE50000,0,2,0
1845,10000028,FFFFFFFF,10000028,FFFFFFFF,FFFFFFFF,10000028,10000028,00000000,10000028,0010009C,ACE50000,0,2,1
